,SMILES,PKM2_inhibition,ERK2_inhibition
978,CCOC(=O)N1CCN(c2ncnc3c2oc2nc(C(C)C)c4c(c23)CCC4)CC1,0,1
979,COC(=O)[C@@H](NC(=O)Nc1ccc(C(C)=O)cc1)C(C)C,0,0
980,COC(=O)c1ccc(N2C(=O)C[C@@H](Sc3n[nH]c(C)n3)C2=O)cc1,0,1
981,COc1ccccc1C(=O)n1nc(-c2ccc(Cl)cc2)nc1N,0,0
982,COc1ccc(C2(CNC(=O)c3ccc(Br)o3)CCOCC2)cc1,0,0
983,Cc1ccc([C@H](c2nnnn2C(C)(C)C)[NH+]2CCN(C3CCCC3)CC2)cc1,0,1
984,Oc1ccc(N2CC[NH+]([C@H](c3ccncc3)c3nnnn3C3CCCC3)CC2)cc1,0,0
985,Cn1c(=O)c2[nH]c(-c3ccccc3)nc2n(C)c1=O,0,1
986,COc1cccc(-n2c(SCC(=O)Nc3cc(C)on3)nc3ccccc3c2=O)c1,0,0
987,CC[NH+]1CCN(c2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2)CC1,0,0
988,CCOC(=O)[C@@H](C)c1nn(C)c(=O)c2ccccc12,0,1
989,CC[C@@H](C)NS(=O)(=O)c1ccc(NS(C)(=O)=O)cc1,1,0
990,CN(c1ccccc1C(=O)N1CCc2ccccc2C1)S(C)(=O)=O,0,0
991,COC(=O)[C@@]1(CCSC)[NH2+][C@H](c2ccc(O)cc2)[C@H]2C(=O)N(c3ccc4c(c3)OCCO4)C(=O)[C@H]21,0,1
992,Cc1csc(/C(=N\O)c2csc(C)n2)n1,0,0
993,C=CCNc1ncnc2ccc(Br)cc12,0,1
994,Cc1nn(Cc2ccc(F)cc2)c(C)c1NC(=O)c1cnn2cccnc12,0,0
995,O=C1C[C@@H]([NH2+]Cc2ccccc2F)C(=O)N1c1ccccc1,0,0
996,COc1ccc([C@H]2CC(=O)C(/C=N/CCC[NH+]3CCOCC3)=C([O-])C2)cc1,0,0
997,C=CCSc1nnc(NC(=O)CSc2nnc(C)s2)s1,0,0
998,Cc1ccc(NC(=O)C[NH+]2CCCCCC2)c(Br)c1,0,0
999,CCN(CC)c1ccc(NC(=O)c2cccc(OC)c2)c(C)c1,0,0
1000,CCOC(=O)[C@@](NC(=O)Nc1ccc(F)cc1)(OCC)C(F)(F)F,1,1
1001,FC(F)(F)c1cccc(-c2ccc(-c3csnn3)o2)c1,0,1
1002,Cn1c(=O)c2c(nc(SC3C(=O)CC(C)(C)CC3=O)n2C)n(C)c1=O,0,1
1003,O=C(NC1C[C@H]2CCC[C@@H](C1)N2C(=O)Nc1ccccc1)c1ccncc1,0,0
1004,Cc1noc(C)c1S(=O)(=O)N1CCC[C@H](C(=O)N2CC[NH+](C3CCCCC3)CC2)C1,0,1
1005,Cn1c(=O)c2nc(C[NH2+]Cc3ccccc3Cl)[nH]c2n(C)c1=O,0,1
1006,N#C/C(=C(/O)COC(=O)Cc1c[nH]c2ccccc12)c1nc2ccccc2[nH]1,0,0
1007,COc1ccc(CNC(=O)[C@H]2CC=CC[C@@H]2C(=O)[O-])cc1OC,0,0
1008,O=S(=O)(Nc1cccnc1)c1cccs1,0,0
1009,COC(=O)c1cccc(Nc2nc3ccccc3nc2C)c1,0,0
1010,COc1ccc(C(=O)/N=c2\nc3ccccn3s2)cc1,0,1
1011,Cc1cc(NC(=O)c2cc(CC(C)C)on2)no1,0,0
1012,Cc1ccc2c(c1)C[C@]1(CN2C)C(=O)NC(=O)N(C(C)C)C1=O,0,1
1013,O=C(Nc1ccc(Cl)cc1)N1CCSCC1,0,0
1014,Cc1cccc2c(=O)cc(C)n(CC(=O)N3CCOCC3)c12,0,0
1015,CCOC(=O)CNC(=O)[C@H](NC(=O)C1CCC(C)CC1)[C@H](C)CC,1,0
1016,C=CCc1ccccc1OC[C@@H](O)C[NH+](C(C)C)C(C)C,0,0
1017,CCOC(=O)N1CCN(c2cc(C)nc3nc(C)nn23)CC1,0,1
1018,CC1=C(C(=O)OCc2ccccc2)[C@@H](c2ccc3ccccc3c2)NC(=O)N1CCCCCC(=O)[O-],0,0
1019,CC1CCN(c2oc(-c3ccccc3F)nc2C#N)CC1,0,0
1020,COCCCn1c(SCC(=O)N2CCC[C@@H](C)C2)nnc1-c1ccco1,0,1
1021,O=C1COc2ccc(C(=O)COC(=O)Cn3cnc4ccccc43)cc2N1,0,1
1022,Nc1c(C(=O)NC[C@H]2CCCO2)c2nc3ccccc3nc2n1-c1ccccc1,0,0
1023,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,0,0
1024,O=c1c(Cc2ccccc2O)c([O-])nc2n1CCCS2,0,1
1025,N#CCCn1cc([C@@H](CC(=O)c2ccc(Br)cc2)C(=O)[O-])c2ccccc21,0,0
1026,CCOC(=O)c1ccccc1NC(=O)c1cncc(Br)c1,0,0
1027,COc1ccc(S(=O)(=O)c2ccc(OC)c(OC)c2)cc1OC,0,0
1028,CCOc1cc([C@@H]2C(C#N)=C([NH3+])Oc3[nH]nc(-c4ccccc4)c32)ccc1O,0,0
1029,COc1cc(C(=O)NCCC(=O)NCC[NH+]2CCCCCC2)cc(OC)c1OC,0,0
1030,COc1ccc(C(=O)N[C@H](C)c2nc3ccccc3[nH]2)cc1OC,0,0
1031,Cc1c(Br)cc(-c2nnco2)cc1Br,0,0
1032,CCOC(=O)[C@@]1(Nc2nccs2)Sc2ccccc2NC1=O,0,1
1033,O=C([O-])c1c[nH]nc1-n1cnnn1,0,1
1034,CCOC(=O)N1CCC(NC(=O)c2cnn3cccnc23)CC1,0,1
1035,COC(=O)C1CCN(C(=O)[C@@]23CC[C@@](C)(C(=O)O2)C3(C)C)CC1,0,1
1036,C[NH+](C)CCN(Cc1cccs1)c1ccccn1,0,0
1037,Nc1nc2n(n1)[C@H](c1cccc(Cl)c1)C[C@@H](c1ccc(F)cc1)N2,0,0
1038,c1ccc(Cn2nnc3c(N4CCc5ccccc5C4)ncnc32)cc1,0,0
1039,CC(C)C(=O)N(Cc1cc(=O)[nH]c2ccccc12)c1ccccc1,0,0
1040,CCn1c(COc2cccc(OC)c2)nnc1SCC(=O)Nc1cccc(OC)c1,0,1
1041,COc1cc([C@@H]2C3=C(Nc4ncnn42)c2ccccc2CC3)cc(OC)c1OC,0,1
1042,CCOC(=O)CSc1nc2cc(C(=O)NCc3ccco3)ccc2c(=O)n1-c1ccc(F)cc1,0,0
1043,CC(C)CCN1C(=O)CC[C@]1(C)C(=O)NC1CCCCCC1,0,0
1044,CC(=O)c1cc(CN2C(=O)c3ccccc3C2=O)cs1,0,1
1045,Nc1nnc(CSCc2ccccc2)s1,0,0
1046,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1C,0,1
1047,CCS(=O)(=O)N1CCC[C@H](C(=O)NCc2ccc3c(c2)OCO3)C1,0,0
1048,O=C(OCC(=O)N1CCC(Cc2ccccc2)CC1)c1ccc[nH]c1=O,0,0
1049,CC(C)CNS(=O)(=O)c1ccc(CCC(=O)N2CC[NH+](Cc3ccccc3)CC2)cc1,1,0
1050,COc1ccccc1Nc1ncnc2c1oc1ccccc12,0,1
1051,OCC[NH+]1CCN(C(=S)c2ccc(Cl)cc2)CC1,0,1
1052,CN(C)c1ccc(/C=c2\sc3n(c2=O)CCCN=3)cc1,0,0
1053,COc1ccc(OCC(=O)N2CCN(C(=O)COc3ccccc3)CC2)cc1,0,1
1054,CC[C@@H](NC(=O)c1ccccc1O)c1ccccc1,0,0
1055,CCOC(=O)c1sc(NC(=O)CC[NH+]2CCOCC2)c(C(=O)OCC)c1C,0,0
1056,C[NH+]1CCN(C(=O)c2ccccc2NC(=O)c2cccs2)CC1,0,0
1057,Cc1ccc(C)c(N2CCN(C(=O)CCCCn3c(=O)[nH]c4ccccc4c3=O)CC2)c1,0,0
1058,O=C(NCc1cccc(Cl)c1)c1cccnc1,0,0
1059,COCCSc1nnc(NS(=O)(=O)Cc2ccccc2)s1,1,1
1060,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(C[NH+]2CCOCC2)cc1,0,0
1061,O=C(CSCc1cnn(-c2ccccc2)c1-n1cccc1)NC[C@H]1CCCO1,0,0
1062,CCc1ccc(CNC(=O)CN2C(=O)COc3ccccc32)cc1,0,0
1063,OCc1ccccc1C[NH2+]Cc1ccccc1,0,0
1064,CN1CC(=O)N(CC(=O)NCCc2ccc(F)cc2)c2ccccc2C1=O,0,0
1065,CCCCCOc1ccc([C@@H]2NC(=O)NC2=O)cc1,0,1
1066,Cc1ccc(CCC(=O)Nc2ccc(S(N)(=O)=O)cc2)o1,0,0
1067,N#Cc1c(SCC(=O)N2CCOCC2)nsc1SCC(=O)N1CCOCC1,0,1
1068,Cc1ccccc1NC(=O)[C@H]1CC(Cl)=CC[C@@H]1C(=O)[O-],0,0
1069,O=C(N[C@@H]1CCCc2ccccc21)[C@H]1CCCN(S(=O)(=O)c2cnc[nH]2)C1,0,1
1070,CCn1c(COc2ccc(C)cc2)nnc1SCC(=O)Nc1ccc(S(N)(=O)=O)cc1,1,0
1071,CCOc1ccc(C2=Nn3c(nnc3-c3ccccc3)SC2)cc1Cl,0,0
1072,CCOC(=O)c1c(C)c(P(=S)(N2CCOCC2)N2CCOCC2)n(C)c1C,0,1
1073,COc1cc(C(=O)[O-])c([N+](=O)[O-])c(OC)c1OC,0,0
1074,CCN1C(=O)[C@@H]2[C@@H](c3ccc(O)c(OC)c3)[NH2+][C@](C)(C(=O)OC)[C@@H]2C1=O,0,1
1075,C[C@@H]1CN(C(=O)c2cccc(C(=O)N3C[C@@H](C)O[C@H](C)C3)c2)C[C@@H](C)O1,0,0
1076,c1ccc(-c2nc(CSc3nnc(-c4cccs4)o3)cs2)cc1,0,0
1077,CCc1ccc(-c2nc(C[NH+]3CCC(C(=O)NCc4ccco4)CC3)c(C)o2)cc1,0,0
1078,CN(C(=O)COC(=O)COc1ccccc1F)[C@@H]1CCS(=O)(=O)C1,0,0
1079,Cn1c(=O)oc2cc(S(=O)(=O)NCCCN3CCCC3=O)ccc21,0,1
1080,CNC(=O)[C@@H]1CCC(=O)N1Cc1ccc(C)cc1,0,0
1081,CN1C(=O)N(C)[C@@H]2[C@H]1N(C[NH+]1CCCCC1)C(=O)N2C[NH+]1CCCCC1,0,1
1082,CCOC(=O)c1cnn(-c2ncnc3c2oc2ccccc23)c1N,0,1
1083,CC(=O)C1=C(O)C(=O)N(CCCCCC(=O)[O-])[C@@H]1c1ccc(N(C)C)cc1,0,0
1084,C[C@@H]1CCCC[C@@]12NC(=O)N(CC(=O)NCCc1ccccn1)C2=O,0,1
1085,COc1cccc([C@@H]2C(C#N)=C([NH3+])Oc3cc(C)n(Cc4ccco4)c(=O)c32)c1,0,0
1086,O=C(CSC1CCCCC1)Nc1nccs1,0,1
1087,COc1cc2nc(C3CC3)n(NC(=O)c3ccc(Cl)cc3)c(=O)c2cc1OC,0,1
1088,Cc1cccc(OCCNc2nc3c(c(=O)n(C)c(=O)n3C)n2C)c1,0,1
1089,COCCCNC(=O)CN1C(=O)CSc2ncccc21,1,1
1090,CCn1c(C(=O)N2CCC[C@@H](C(=O)NCCCc3ccccc3)C2)cc2sccc21,0,0
1091,Cc1ccc(OCc2nc(C#N)c(N3CC[NH+](Cc4ccccc4)CC3)o2)cc1,0,0
1092,Cc1cc(C)n2nc(SCC(=O)NCc3ccco3)nc2n1,0,0
1093,Cc1cc(NC(=O)Cn2nc(-c3ccccc3F)ccc2=O)ccc1-n1cnnn1,0,0
1094,Cc1cc(=S)n(-c2ccccc2)n1C,0,0
1095,COc1ccc(NC(=O)c2cc(=O)c3ccccc3o2)cn1,0,0
1096,C=CCN(C(=O)Cn1c(C(=O)OC)cc2oc(C)cc21)c1ccccc1,0,0
1097,COc1ccc(CCNC(=O)CSc2nc(N)c(C#N)c(-c3cccs3)c2C#N)cc1OC,0,0
1098,O=C(c1ccc(Br)o1)N1CCN(c2ccc3nnc(-c4ccccc4)n3n2)CC1,0,0
1099,CCOC(=O)Nc1ccc(S(=O)(=O)[N-]c2nccc(C)n2)cc1,1,0
1100,O=S(=O)(c1ccc2c(c1)OCCO2)N1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,0,0
1101,Cc1ccc(-c2nnn(CC(=O)N(c3ccc(F)cc3)[C@H](C(=O)NC3CCCC3)c3ccco3)n2)o1,0,0
1102,O=C(Nc1cccnc1)c1cccc(NC(=O)c2ccco2)c1,0,0
1103,COc1ccc(-c2nc(C[S@](=O)CC(=O)NCc3ccc4c(c3)OCO4)c(C)o2)cc1,0,0
1104,CC[C@@H](C)[C@H](NC(=O)NCCC[NH+]1CCOCC1)C(=O)OC,1,0
1105,CC1(C)CC(=O)c2c(oc3cc4c(cc23)OCO4)C1,0,1
1106,CCNC(=O)NC1(C(=O)Nc2ccc3c(c2)CCC3)CCCCC1,0,1
1107,COC(=O)[C@@H]1C[C@H]2CC[C@H](O)C[C@H]2[N@@H+]1Cc1ccc(-c2ccccc2)cc1,0,0
1108,CCCn1c(-c2ccc(F)cc2)nc2c(N(C)CC[NH+](C)C)nc(C)nc21,0,0
1109,CC1CC[NH+](CCCNC(=O)c2cc3c(=O)n(C)c4ccccc4c3n2C)CC1,0,0
1110,CN(c1ccccc1C(=O)NC[C@H]1CCCO1)S(C)(=O)=O,1,0
1111,C[C@@H]1CCCCN1C(=O)Nc1cccc(Cl)c1,0,0
1112,O=C1CC[C@H](C(=O)N(Cc2ccco2)C2(C(=O)NC3CCCC3)CCCCC2)N1,0,0
1113,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CC[N@@H+]1CCN3CCC[C@@H]3C1)c1ccccc1CC2,0,0
1114,CC1(C)CC(=O)[C@@H](CCC(=O)c2ccccc2)C(C)(C)[NH2+]1,0,0
1115,Cn1c(=O)c2c(nc(N3CC[NH+](C)CC3)n2CC(N)=O)n(C)c1=O,0,1
1116,COc1ccc(C(=O)NCCSCc2ccco2)cc1OC,0,0
1117,O=C(CSc1nnc(-c2ccc(OC(F)F)cc2)o1)NC(=O)NCc1ccco1,0,0
1118,Cc1csc(NC(=O)[C@@H]2CC[C@@](C)(C(=O)[O-])C2(C)C)n1,0,0
1119,COc1ccc(OC)c(N(CC(=O)Nc2ccccc2)S(C)(=O)=O)c1,0,0
1120,CCCS(=O)(=O)N1CCC[C@H](C(=O)NCC[NH+]2CCOCC2)C1,1,0
1121,COc1ccc(C(=O)COC(=O)c2ccco2)cc1,0,0
1122,CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,0,0
1123,Clc1ccc(Cc2nnc(-c3ccccc3Br)o2)cc1,0,0
1124,Cc1ccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,0,0
1125,CCOc1cc(C(=O)N2CCc3cc(OC)c(OC)cc3C2)ccc1OC(F)F,0,1
1126,O=C(CSc1nnc(Cc2cc(=O)[nH]c(=O)[nH]2)n1-c1ccccc1)NC[C@H]1CCCO1,0,0
1127,CCCc1cc(C(=O)NCc2cccs2)no1,0,0
1128,CC(C(=O)NC1=[NH+]CCS1)(C(F)(F)F)C(F)(F)F,1,1
1129,CSc1cccc(NC(=O)CSc2ccccc2)c1,0,0
1130,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0,1
1131,Cc1ccc(-c2cc(C(F)F)n3ncc(C(=O)N4CC[N@H+]5CCC[C@@H]5C4)c3n2)cc1,0,0
1132,CCOC(=O)c1c(NC(=O)C[NH2+]CCO)sc(C)c1C,0,0
1133,CCCC(=O)Nc1ccc(NC(=O)C2CC2)cn1,1,0
1134,Cc1nc2ncnn2c(Nc2ccc3c(c2)OCO3)c1Cc1ccccc1,0,0
1135,CCOC(=O)Cn1nnnc1[C@@H](CC)[N@H+](Cc1cccs1)Cc1cc2cc(C)ccc2nc1O,0,0
1136,Cn1nnnc1SCc1c(F)cccc1F,0,1
1137,CCOc1ccc(C(=O)N(C)[C@@H]2CCS(=O)(=O)C2)cc1,0,0
1138,C/C(=N\O)c1ccc(N2C(=O)[C@H]3CC=C(Cl)C[C@@H]3C2=O)cc1,0,1
1139,CCOC(=O)c1c(C)c(C(=O)N2CCN(C(=O)c3ccco3)CC2)c(C)n1C,0,1
1140,O=C(N[C@H](Cc1ccc2c(c1)OCO2)C(=O)N1CCC[C@H]1C(=O)[O-])c1ccccc1,0,0
1141,COc1cccc(NC(=O)COC(=O)c2ccco2)c1,0,0
1142,Cc1noc(C)c1S(=O)(=O)[N-]c1ccc(C(=O)NC2CCCCCC2)cc1,0,0
1143,CC[NH+]1CCN(C(=O)Nc2cccc3ccccc23)CC1,0,0
1144,Cc1ccc(S(=O)(=O)c2nc(-c3ccccc3)oc2NCc2cccnc2)cc1,0,0
1145,O=C(COC(=O)c1ccc(Oc2ccccc2)cc1)Nc1nnc(-c2ccccc2)o1,0,0
1146,CCN1C(=O)c2ccccc2[S@@](=O)c2ccc(C(=O)N3CCN(C(=O)c4ccco4)CC3)cc21,0,0
1147,COc1ccc2c(c1)CCc1c(C(=O)N3CCCc4ccccc43)noc1-2,0,1
1148,CCOc1cc(C(=O)Nc2cc(C)on2)cc(OCC)c1OCC,0,0
1149,O=C1C[C@@H](SCc2nc3ccccc3[nH]2)C(=O)N1c1cccc(F)c1,0,0
1150,O=S(=O)(c1ccccc1)N1CCN(c2nnnn2-c2ccccc2)CC1,0,0
1151,CCOC(=O)Cc1csc(NC(=O)CCc2ccc(S(=O)(=O)N3CCOCC3)cc2)n1,1,0
1152,CCNC(=O)Nc1cc2nc(C)n(Cc3ccc(Br)cc3)c2nc1C,0,0
1153,Cn1ncc2c(N3CCOCC3)ncnc21,0,0
1154,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0,1
1155,CCOC(=O)C1CCN(C(=O)Nc2ccc(OC)c(OC)c2)CC1,0,1
1156,CCCCS(=O)(=O)Nc1ccc(Cc2ccncc2)cc1,0,0
1157,COc1ccc2cc3cc(C(=O)NCC[NH+]4CCN(Cc5ccccc5)CC4)oc3nc2c1,0,0
1158,O=C(NCc1ccc2c(c1)OCO2)Oc1ccccc1,0,0
1159,CC(=O)Nc1ccc(S(=O)(=O)N=S(C)C)cc1,1,0
1160,CCCCn1c(SCc2ccc(C(=O)OC)o2)nc2cc(S(N)(=O)=O)ccc21,1,1
1161,Cc1ccc2c(c1)[C@@H]1C[N@H+](C)CC[C@H]1N2CC(=O)N(C)c1ccccc1,0,0
1162,c1ccc2oc(SCc3cn4ccccc4[nH+]3)nc2c1,0,1
1163,O=C(CN1CCN(Cc2ccccc2Cl)C1=O)N1CCCCCC1,0,0
1164,CCOCCOC(=O)C1=C(C)Nc2ccc(C)cc2S1,0,1
1165,CCOC(=O)C1CCN(C(=O)c2cn(-c3ccccc3)nc2-c2cccnc2)CC1,0,0
1166,CCCS(=O)(=O)N1CCN(c2ccccc2F)CC1,0,1
1167,O=C(c1ccco1)N1CCN(C(=O)C2CCN(S(=O)(=O)c3cnc[nH]3)CC2)CC1,0,1
1168,Cc1nc(N2CCN(c3ccccc3)CC2)nc2c1C(=O)C[C@@H](c1ccccc1)C2,0,0
1169,O=C(c1c(F)cccc1F)N(Cc1ccccn1)C1CCCC1,0,0
1170,CCOc1ccc(NC(=O)CSc2nnc(-c3ccccc3)n2N)cc1,1,0
1171,CC(C)OC(=O)c1c(NC(=O)CCn2nnc3ccccc32)sc2c1CCCC2,0,0
1172,O=C([O-])c1ncc(-c2ccccc2)cn1,0,1
1173,COc1cc(C[NH2+]/C(C)=C(\C#N)C(N)=O)cc(OC)c1OC,0,0
1174,CCN(CC)C(=O)CSCC(=O)NCc1ccc(C(=O)OC)cc1,0,0
1175,CCOC(=O)CSc1nnc(CNC(=O)c2cccs2)n1Cc1ccccc1,1,0
1176,CC(C)OC(=O)CSc1nnc(Cc2ccccc2)n1Cc1ccco1,0,0
1177,CCOC(=O)c1sc(C)c2c(=O)n(CCC[NH+]3CCOCC3)cnc12,0,1
1178,COc1ccc(OCc2nn3c(Cn4cnc5ccccc54)nnc3s2)cc1,0,1
1179,CN1C[N@H+](C)CSC1=S,0,1
1180,Cc1cc(C(=O)COC(=O)c2cccs2)c(C)n1-c1c(C)n(C)n(-c2ccccc2)c1=O,0,1
1181,Cc1ccc(C(C)C)c(OC[C@H](O)C[NH+]2CCOCC2)c1,0,1
1182,CCOC(=O)c1c(C)n([O-])c2ccc(Cl)cc2c1=O,0,1
1183,Cc1c(-c2ccccc2)c(P(=O)(N2CCOCC2)N2CCOCC2)c2ccccn12,0,0
1184,COC(=O)c1cc(NC(=O)CSc2nc(=O)cc(C)[nH]2)cc(C(=O)OC)c1,0,0
1185,Cc1cc(C(=O)CSc2nc(N)cc(N)n2)c(C)n1CCc1ccc(F)cc1,0,0
1186,O=C(Cn1nnc(-c2cccs2)n1)N1CCc2ccccc2C1,0,0
1187,COc1ccccc1NC(=O)N(Cc1ccco1)Cc1cc2cccc(C)c2[nH]c1=O,0,0
1188,COc1ccccc1NC(=O)CSc1nnc(-c2ccco2)o1,0,0
1189,COCC[N@@H+]1CSC(=S)N(Cc2ccco2)C1,0,1
1190,O=C(c1ccccc1F)N(Cc1ccccc1)[C@@H]1CCS(=O)(=O)C1,0,0
1191,O=C1[C@@H]2[C@H](C(=O)N1c1ccncc1)[C@@H]1C=C[C@H]2C1,0,1
1192,Cc1nc2nc(-c3ccccc3)[nH]n2c(=O)c1Cc1ccccc1,0,1
1193,COc1ccc2c(c1)c(C(=O)C[NH+]1CCC3(CC1)OCCO3)c(C)n2C,0,0
1194,CCOc1ccc(-n2c(SC(C)C)nc3c(c2=O)SCC3)cc1,0,0
1195,CCOC(=O)c1c([NH+]=CN(C)C)c(C#N)n2c1CCC2,0,0
1196,CCn1cc(C(=O)Nc2ccc(NC(=O)c3ccco3)cc2)c(=O)c2ccc(C)nc21,0,0
1197,CCOC(=O)CSc1nnc(CNC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)n1C,1,1
1198,COCCOCCn1c(CCCO)nc2ccccc21,0,1
1199,COc1ccc(Cl)cc1N1C[C@H](C(=O)Nc2nccs2)CC1=O,0,1
1200,COC(=O)c1[nH]c2cccc(OC)c2c1NC(=O)C[NH+]1CCC(C(N)=O)([NH+]2CCCCC2)CC1,0,1
1201,C(=N/c1c(-c2ccccc2)nc2n1CCS2)\c1ccccc1,0,0
1202,CCOC(=O)c1cccc(NC(=O)[C@H](NS(=O)(=O)c2ccc3c(c2)CCN3C(C)=O)C(C)C)c1,1,0
1203,CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)C12C[C@@H]3C[C@@H](CC(O)(C3)C1)C2,0,1
1204,OC1(c2ccc(F)cc2)C[C@H]2CC[C@@H](C1)[NH+]2Cc1nnnn1C1CCCC1,0,0
1205,CC(C)CNC(=O)c1cc(-c2ccco2)on1,0,0
1206,COC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O,0,1
1207,Cc1cc(=O)n2c3c(sc2n1)C(=O)N(Cc1ccccc1)C3=O,0,1
1208,O=C(C[NH+]1CCOCC1)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,0,0
1209,COc1cccc2c3c(c(C)nc12)C[C@@H](C)O3,0,1
1210,CC(=O)Nc1c(C(=O)C2CC2)oc2ccccc12,0,0
1211,CCc1ccc(S(=O)(=O)c2n[nH]n3c2nc(=O)c2ccccc23)cc1,0,1
1212,CCNC(=O)COc1ccc2ccccc2c1,0,0
1213,CC(=O)Oc1ccc2oc3c(c2c1)C(=O)CCC3,0,1
1214,Cc1nn(Cc2ccc(Cl)cc2)c(C)c1NC(=O)c1noc2c1CCCCC2,0,0
1215,CCNc1nc(NCC)nc(N(C)n2cnnc2)n1,0,1
1216,Cc1ccc2c(C(=O)C[NH+]3CCSCC3)c(C)[nH]c2c1,0,0
1217,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0,0
1218,O=C(OCc1cc(Cl)ccc1OC(F)F)c1cc(S(=O)(=O)[O-])ccc1O,0,0
1219,CCN(CC)S(=O)(=O)c1ccc(F)c(C(=O)NCCC[NH+]2CCOCC2)c1,1,0
1220,O=C1C[C@H](c2ccccc2)Sc2ccccc2N1,0,0
1221,CCOC(=O)[C@@H]1C(C#N)=C([NH3+])OC(C)=C1c1ccncc1,0,0
1222,O=C(CCNC(=O)Cn1ccc2ccccc2c1=O)NCC[NH+]1CCN(c2cccc(Cl)c2)CC1,0,0
1223,O=C(c1n[nH]c(=O)c2ccccc12)N1CCN(c2ccccc2Cl)CC1,0,0
1224,Cc1ccc(CCNC(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1,0,0
1225,CCCCS(=O)(=O)NC1=NC[N@H+](Cc2ccco2)CN1,1,1
1226,Nc1nc(NCc2ccco2)nn1-c1ccccc1,0,0
1227,CS(=O)(=O)N(CCc1ccccc1)CC(=O)NC[C@H]1CCCO1,1,0
1228,O=C(c1ccccc1F)N1CC[NH+](C[C@@H]2C[C@H]3C=C[C@@H]2C3)CC1,0,0
1229,CCc1ccc2oc(=O)cc(C[NH+]3CCN(c4ccc(F)cc4)CC3)c2c1,0,0
1230,CC(=O)Nc1ccc2c(c1)CCCN2C(=O)c1ccccc1,0,0
1231,O=C(NCc1ccccc1)c1cc(-c2ccco2)on1,0,0
1232,O=C(Cc1c(F)cccc1Cl)NC[C@H]1CCCO1,0,0
1233,COc1ccc2c(C)cc(SCC#N)nc2c1,0,0
1234,COCc1ccc2oc(C(=O)[O-])cc2c1,0,1
1235,CC(C)[C@H]1[NH+]=C2c3ccccc3[NH+]=C(SCC#N)N2C1=O,0,1
1236,O=S(=O)(/C=C/c1ccccc1)n1cnc2ccccc21,0,1
1237,Cc1nc2ccccn2c1C(=O)C1=C(O)C(=O)N(CC[NH+]2CCOCC2)[C@@H]1c1cccs1,0,0
1238,CCOC(=O)c1[nH]c(C)c(C(=O)NCCc2ccc(OC)cc2)c1C,0,0
1239,COc1ccc(OCC[NH+]2CCN([C@@H]3CC(=O)N(CCC(C)C)C3=O)CC2)cc1,0,1
1240,Cc1noc(C)c1COC(=O)CCCOc1ccc(Cl)cc1Cl,0,1
1241,CCSc1nc2c(c(=O)n1-c1ccc(F)cc1)SCC2,0,0
1242,O=C(CN1C(=O)CSc2ccccc21)NCCC1=CCCCC1,0,0
1243,OCC[NH+]1CCN(Cc2nc(O)c3ccccc3n2)CC1,0,1
1244,CCOc1ccccc1[C@H]1CC(=O)Nc2cc3c(cc21)OCO3,0,0
1245,CC1(C)SC[C@@H](C(=O)[O-])N1C=O,0,0
1246,CC(C)OCCCNc1nc2c(c(=O)n(Cc3ccccc3F)c(=O)n2C)n1C,0,1
1247,C=CCn1c(=O)c2c(nc3n2CCN3c2cccc(Cl)c2C)n(C)c1=O,0,1
1248,O=C(C[NH+]1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)Nc1ccc2c(c1)OCO2,0,0
1249,COc1ccc(CC(=O)N2CCCc3ccccc32)cc1OC,0,0
1250,CC(=O)Nc1ccc(NC(=O)c2cccc(C(=O)OC(C)C)n2)cc1,0,0
1251,CCC(=O)NCC[C@H](c1ccco1)c1ccccc1OC,0,0
1252,C[C@@H]1Cc2ccccc2N1CC(=O)NC(=O)NCc1ccco1,0,0
1253,CCOc1ccccc1N1C(=O)c2ccc(C(=O)Nc3cccnc3)cc2C1=O,0,0
1254,CC1=C(C#N)[C@](NC(=O)C2CC2)(C(F)(F)F)C(=O)N1,1,1
1255,COc1ccc2[nH]cc(CC[NH3+])c2c1,0,1
