,mqn_1,mqn_2,mqn_3,mqn_4,mqn_6,mqn_8,mqn_9,mqn_10,mqn_11,mqn_13,mqn_14,mqn_15,mqn_16,mqn_17,mqn_20,mqn_22,mqn_24,mqn_25,mqn_26,mqn_28,mqn_29,mqn_30,mqn_31,mqn_32,mqn_34,mqn_35,mqn_36,mqn_37,mqn_41
1015,18,0,0,0,0,2,0,4,0,15,3,0,6,0,10,2,0,0,7,5,0,4,2,0,0,0,1,0,0
1016,18,0,0,0,0,1,0,2,0,14,1,0,3,3,5,2,0,1,6,4,0,4,2,0,0,0,1,0,0
1017,14,0,0,0,0,0,6,2,0,7,1,0,11,5,10,0,0,0,4,1,0,8,7,0,0,1,2,0,2
1018,29,0,0,0,0,0,2,5,0,13,3,0,14,9,13,1,1,0,5,2,0,13,9,0,0,0,4,0,2
1019,16,1,0,0,0,1,2,0,1,5,0,1,12,5,5,0,0,0,3,0,0,10,7,0,0,1,2,0,0
1020,18,0,0,0,1,0,4,2,1,11,1,0,11,5,10,0,0,0,3,1,0,10,6,0,0,2,1,0,0
1021,19,0,0,0,0,0,3,4,1,6,3,0,13,8,13,1,0,0,3,2,0,12,7,0,0,1,3,0,4
1022,22,0,0,0,0,2,3,1,1,6,1,0,16,10,9,3,0,0,2,1,0,15,9,0,0,2,3,0,4
1023,11,0,0,0,0,0,2,6,1,7,3,0,8,3,16,3,0,0,6,1,0,4,7,0,0,1,1,0,0
1024,14,0,0,0,1,0,2,3,0,4,1,0,11,6,9,1,1,0,3,0,0,9,7,0,0,0,3,0,2
1025,21,0,0,1,0,1,1,3,0,10,2,1,8,8,9,0,1,0,5,3,0,9,6,0,0,1,2,0,2
1026,15,0,0,1,0,1,1,3,0,8,2,0,6,6,8,1,0,0,4,2,0,8,4,0,0,0,2,0,0
1027,16,0,0,0,1,0,0,6,0,10,2,0,6,6,12,0,0,0,6,0,1,6,6,0,0,0,2,0,0
1028,21,0,0,0,0,2,2,2,1,8,0,1,13,9,10,5,0,1,4,0,0,11,10,0,0,1,3,0,2
1029,21,0,0,0,0,2,1,5,0,15,2,0,10,3,13,3,0,1,5,2,0,8,5,0,0,0,1,1,0
1030,18,0,0,0,0,1,2,3,0,9,1,0,8,8,9,2,0,0,4,2,0,9,6,0,0,1,2,0,2
1031,9,0,0,2,0,0,2,0,1,4,0,0,6,5,4,0,0,0,3,0,0,6,5,0,0,1,1,0,0
1032,14,0,0,0,2,1,2,3,0,6,2,0,11,5,9,2,0,0,3,1,0,10,4,1,0,1,2,0,2
1033,5,0,0,0,0,0,6,2,0,3,1,0,5,5,11,1,1,0,2,1,0,7,3,0,0,2,0,0,0
1034,15,0,0,0,0,1,4,3,0,7,2,0,11,5,11,1,0,0,3,2,0,10,5,0,0,1,2,0,2
1035,17,0,0,0,0,0,1,4,1,8,3,0,14,0,11,0,0,0,7,2,0,7,3,3,0,2,1,0,3
1036,14,0,0,0,1,2,1,0,0,8,0,0,6,5,3,1,0,1,2,2,0,9,2,0,0,1,1,0,0
1037,17,1,1,0,0,1,4,0,0,5,0,0,14,8,5,3,0,0,3,0,0,12,9,0,0,1,3,0,2
1038,20,0,0,0,0,0,6,0,0,3,0,0,16,11,6,0,0,0,0,0,0,17,8,0,0,1,4,0,4
1039,20,0,0,0,0,1,1,2,0,7,2,0,9,8,6,1,0,0,4,3,0,11,5,0,0,0,3,0,2
1040,21,0,0,0,1,1,3,4,0,14,1,0,9,8,12,1,0,0,4,1,0,10,7,0,0,1,2,0,0
1041,22,0,0,0,0,0,4,3,0,7,0,0,17,9,10,1,0,0,3,0,0,12,11,0,0,1,4,0,6
1042,24,1,0,0,1,1,2,4,1,12,3,0,11,11,13,1,0,0,5,2,0,12,9,0,0,1,3,0,2
1043,18,0,0,0,0,1,1,2,0,9,2,0,12,0,6,1,0,0,5,2,0,8,3,1,0,1,0,1,0
1044,15,0,0,0,1,0,1,3,0,4,3,0,10,5,7,0,0,0,4,1,0,7,7,0,0,2,1,0,2
1045,10,0,0,0,2,1,2,0,0,5,0,0,6,5,3,2,0,0,1,0,0,8,3,0,0,1,1,0,0
1046,20,0,0,0,2,0,2,5,2,7,4,0,17,6,16,0,0,0,6,0,2,14,8,0,0,0,4,0,2
1047,16,0,0,0,1,1,1,3,2,7,3,0,13,3,12,1,0,0,4,1,1,10,5,0,0,1,2,0,2
1048,20,0,0,0,0,0,2,4,0,7,3,0,12,6,10,1,0,0,3,2,0,13,5,0,0,0,3,0,0
1049,24,0,0,0,1,1,2,3,0,12,3,0,12,6,9,2,0,1,5,2,1,13,5,0,0,0,3,0,0
1050,17,0,0,0,0,1,2,1,1,4,0,0,11,10,7,1,0,0,1,0,0,12,7,0,0,1,3,0,4
1051,13,0,1,0,1,0,2,1,0,6,1,0,9,3,4,2,0,1,3,1,0,8,4,0,0,0,2,0,0
1052,15,0,0,0,1,1,2,1,0,4,2,0,10,6,5,0,0,0,3,1,0,9,6,0,0,1,2,0,2
1053,21,0,0,0,0,0,2,5,0,10,2,0,12,6,12,0,0,0,3,2,0,13,5,0,0,0,3,0,0
1054,16,0,0,0,0,1,0,2,0,7,1,0,6,6,5,2,0,0,3,2,0,9,3,0,0,0,2,0,0
1055,18,0,0,0,1,1,1,5,1,14,3,0,9,2,14,2,0,1,6,3,0,6,5,0,0,1,1,0,0
1056,17,0,0,0,1,1,2,2,0,6,2,0,12,5,7,2,0,1,3,2,0,12,5,0,0,1,2,0,0
1057,25,0,0,0,0,0,4,3,0,9,3,0,15,8,10,1,0,0,5,1,0,12,10,0,0,0,4,0,2
1058,13,0,1,0,0,1,1,1,0,5,1,0,6,6,4,1,0,0,2,1,0,9,3,0,0,0,2,0,0
1059,12,0,0,0,3,1,2,3,0,9,2,0,6,5,9,1,0,0,3,0,1,8,3,0,0,1,1,0,0
1060,22,0,0,0,1,1,2,3,1,7,3,0,17,6,11,2,0,1,3,1,1,17,6,0,0,1,3,0,0
1061,21,0,0,0,1,1,3,1,1,9,1,0,13,8,8,1,0,0,1,1,0,15,6,0,0,3,1,0,0
1062,19,0,0,0,0,1,1,2,1,7,2,0,11,6,8,1,0,0,3,1,0,10,6,0,0,0,3,0,2
1063,15,0,0,0,0,1,0,1,0,6,0,0,6,6,3,3,0,1,1,0,0,9,3,0,0,0,2,0,0
1064,20,1,0,0,0,1,2,3,0,8,3,0,12,6,9,1,0,0,5,1,0,9,8,0,0,0,2,1,2
1065,14,0,0,0,0,0,2,3,0,7,2,0,8,3,8,2,0,0,3,0,0,6,5,0,0,1,1,0,0
1066,14,0,0,0,1,2,0,3,1,8,3,0,6,5,10,3,0,0,5,1,1,7,4,0,0,1,1,0,0
1067,16,0,0,0,3,1,3,2,2,9,2,1,15,2,12,0,0,0,3,2,0,12,5,0,0,1,2,0,0
1068,15,0,1,0,0,1,0,3,0,7,2,0,8,4,8,1,1,0,5,2,0,7,5,0,0,0,2,0,0
1069,19,0,0,0,1,1,3,3,0,5,3,0,17,5,10,2,0,0,3,1,1,15,6,0,0,1,3,0,2
1070,20,0,0,0,2,2,3,4,0,13,3,0,9,8,13,3,0,0,6,1,1,10,7,0,0,1,2,0,0
1071,18,0,1,0,1,0,4,1,0,6,0,0,13,9,6,0,0,0,2,0,0,13,8,0,0,1,3,0,2
1072,18,0,0,0,1,0,3,2,2,10,2,0,15,2,11,0,0,0,6,1,1,10,7,0,0,1,2,0,0
1073,10,0,0,0,0,1,0,7,0,10,2,0,3,3,17,0,2,1,7,2,0,1,5,0,0,0,1,0,0
1074,18,0,0,0,0,0,2,6,0,10,3,0,12,3,14,3,0,1,8,1,0,4,9,1,0,2,1,0,2
1075,20,0,0,0,0,0,2,2,2,8,2,0,15,3,10,0,0,0,6,2,0,10,8,0,0,0,3,0,0
1076,16,0,0,0,3,0,3,0,1,5,0,0,11,10,5,0,0,0,0,0,0,15,6,0,0,3,1,0,0
1077,24,0,0,0,0,1,2,1,2,10,1,0,14,8,9,2,0,1,3,1,0,14,8,0,0,2,2,0,0
1078,15,1,0,0,1,1,0,6,0,10,4,0,8,3,13,0,0,0,6,3,0,7,3,1,0,1,1,0,0
1079,15,0,0,0,1,1,2,4,1,7,4,0,10,5,13,1,0,0,5,0,1,7,7,0,0,2,1,0,2
1080,14,0,0,0,0,1,1,2,0,6,2,0,8,3,6,1,0,0,4,1,0,6,5,0,0,1,1,0,0
1081,18,0,0,0,0,0,6,2,0,6,2,0,21,0,10,2,0,2,4,0,0,10,10,0,0,2,2,0,2
1082,16,0,0,0,0,1,4,2,1,6,1,0,10,10,11,2,0,0,3,1,0,10,8,0,0,2,2,0,4
1083,20,0,0,0,0,1,1,5,0,14,3,0,7,4,13,1,1,0,8,3,0,4,7,0,0,1,1,0,0
1084,18,0,0,0,0,1,3,3,0,7,3,0,14,3,10,2,0,0,4,1,0,10,5,1,0,1,2,0,1
1085,22,0,0,0,0,2,1,2,2,8,1,1,13,9,11,3,0,1,5,0,0,10,11,0,0,1,3,0,2
1086,11,0,0,0,2,1,1,1,0,5,1,0,9,2,4,1,0,0,1,1,0,9,2,0,0,1,1,0,0
1087,20,0,1,0,0,1,2,4,0,9,2,0,12,8,11,1,0,0,5,1,0,9,10,0,0,0,3,0,2
1088,17,0,0,0,0,1,4,3,0,9,2,0,8,8,11,1,0,0,6,0,0,5,10,0,0,1,2,0,2
1089,13,0,0,0,1,1,2,3,0,8,2,0,8,3,9,1,0,0,3,1,0,6,4,0,0,0,2,0,2
1090,24,0,0,0,1,1,2,2,0,10,2,0,14,7,7,1,0,0,3,2,0,13,7,0,0,2,2,0,2
1091,23,0,0,0,0,1,3,1,1,8,0,1,15,8,8,1,0,1,2,0,0,15,8,0,0,1,3,0,0
1092,14,0,0,0,1,1,4,1,1,8,1,0,8,7,9,1,0,0,3,1,0,8,6,0,0,2,1,0,2
1093,20,1,0,0,0,1,6,2,0,8,2,0,12,11,11,1,0,0,4,1,0,14,9,0,0,1,3,0,0
1094,11,0,0,0,1,0,2,0,0,3,1,0,6,5,2,0,0,0,3,0,0,6,5,0,0,1,1,0,0
1095,16,0,0,0,0,1,1,3,1,5,2,0,9,8,10,1,0,0,3,1,0,10,6,0,0,0,3,0,2
1096,20,0,0,0,0,1,1,3,1,10,3,0,8,7,10,0,0,0,5,3,0,8,6,0,0,2,1,0,2
1097,23,0,0,0,2,4,1,3,0,15,1,2,9,8,11,3,0,0,6,1,0,8,9,0,0,1,2,0,0
1098,20,0,0,1,0,0,6,1,1,5,1,0,17,10,10,0,0,0,2,1,0,17,9,0,0,2,3,0,2
1099,14,0,0,0,1,2,2,4,0,9,3,0,6,6,12,1,1,0,5,1,1,8,4,0,0,0,2,0,0
1100,20,0,0,0,1,0,2,2,4,4,2,0,21,6,14,1,0,1,2,0,1,17,8,0,0,1,4,0,4
1101,25,1,0,0,0,2,4,2,2,12,2,0,16,10,14,1,0,0,4,4,0,18,8,0,0,4,1,0,0
1102,17,0,0,0,0,2,1,2,1,6,2,0,9,8,9,2,0,0,2,2,0,13,4,0,0,1,2,0,0
1103,22,0,0,0,1,1,1,3,3,11,2,0,13,8,14,1,0,0,4,2,0,12,8,0,0,2,2,0,2
1104,15,0,0,0,0,2,1,3,1,14,2,0,6,0,11,3,0,1,5,4,0,5,1,0,0,0,1,0,0
1105,15,0,0,0,0,0,0,1,3,2,1,0,14,5,8,0,0,0,3,0,0,8,7,1,0,2,2,0,6
1106,19,0,0,0,0,3,0,2,0,8,2,0,13,3,7,3,0,0,3,2,0,11,3,1,0,1,2,0,2
1107,23,0,0,0,0,0,1,3,0,7,1,0,16,6,7,2,0,1,3,1,0,13,8,0,0,1,3,0,2
1108,20,1,0,0,0,2,4,0,0,13,0,0,8,8,6,1,0,1,6,2,0,7,8,0,0,1,2,0,2
1109,23,0,0,0,0,1,3,2,0,9,2,0,14,7,8,2,0,1,5,1,0,9,10,0,0,1,3,0,4
1110,14,0,0,0,1,2,0,3,1,8,3,0,8,3,10,1,0,0,5,2,1,8,3,0,0,1,1,0,0
1111,13,0,1,0,0,1,1,1,0,5,1,0,9,3,4,1,0,0,3,1,0,8,4,0,0,0,2,0,0
1112,22,0,0,0,0,2,1,3,1,8,3,0,19,2,11,2,0,0,3,3,0,16,4,1,0,3,1,0,0
1113,27,0,0,0,0,1,3,3,0,9,2,0,21,6,10,2,0,1,3,2,0,15,9,0,0,1,3,1,6
1114,18,0,0,0,0,0,1,2,0,8,2,0,9,3,5,2,0,1,6,1,0,7,3,2,0,0,2,0,0
1115,14,0,0,0,0,1,6,3,0,7,3,0,11,5,13,3,0,1,7,1,0,5,10,0,0,1,2,0,2
1116,16,0,0,0,1,1,0,3,1,11,1,0,6,5,9,1,0,0,3,1,0,7,4,0,0,1,1,0,0
1117,17,2,0,0,1,2,2,3,2,13,2,0,8,8,14,2,0,0,4,3,0,11,5,0,0,2,1,0,0
1118,14,0,0,0,1,1,1,3,0,9,2,0,8,2,9,1,1,0,7,2,0,5,3,2,0,2,0,0,0
1119,17,0,0,0,1,2,0,5,0,11,3,0,6,6,12,1,0,0,6,2,1,8,4,0,0,0,2,0,0
1120,15,0,0,0,1,1,2,3,1,9,3,0,12,0,11,2,0,1,4,1,1,9,3,0,0,0,2,0,0
1121,14,0,0,0,0,0,0,4,1,7,2,0,6,5,10,0,0,0,3,2,0,8,3,0,0,1,1,0,0
1122,13,0,0,0,1,0,1,2,0,6,2,0,7,3,5,0,0,0,4,1,0,4,5,0,0,1,1,0,2
1123,15,0,1,1,0,0,2,0,1,5,0,0,9,8,4,0,0,0,2,0,0,11,6,0,0,1,2,0,0
1124,19,0,0,0,2,0,2,4,0,6,4,0,13,6,10,0,0,0,6,0,2,13,6,0,0,0,2,1,0
1125,21,2,0,0,0,0,1,5,0,13,1,0,11,6,11,0,0,0,6,2,0,8,8,0,0,0,3,0,2
1126,20,0,0,0,1,1,5,3,1,9,3,0,14,8,14,3,0,0,3,1,0,14,8,0,0,2,2,0,0
1127,12,0,0,0,1,1,1,1,1,7,1,0,5,5,6,1,0,0,2,1,0,7,3,0,0,2,0,0,0
1128,8,6,0,0,1,1,1,1,0,12,1,0,4,1,4,2,0,1,8,1,3,4,1,0,0,1,0,0,0
1129,15,0,0,0,2,1,0,1,0,7,1,0,6,6,3,1,0,0,2,1,0,9,3,0,0,0,2,0,0
1130,20,0,0,0,0,0,0,2,0,4,0,1,17,3,4,2,0,0,4,0,0,9,6,2,0,1,3,0,6
1131,22,2,0,0,0,0,5,1,0,7,1,0,18,8,7,1,0,1,4,2,0,14,10,0,0,2,3,0,4
1132,13,0,0,0,1,2,0,4,0,13,2,0,3,2,10,4,0,1,6,2,0,1,4,0,0,1,0,0,0
1133,13,0,0,0,0,2,1,2,0,8,2,0,6,3,7,2,0,0,3,2,0,6,3,0,0,0,1,0,0
1134,20,0,0,0,0,1,4,0,2,5,0,0,15,11,9,1,0,0,1,0,0,15,9,0,0,2,3,0,4
1135,24,0,0,0,1,1,5,3,0,15,1,0,11,10,12,2,0,1,5,3,0,12,8,0,0,2,2,0,2
1136,9,2,0,0,1,0,4,0,0,6,0,0,6,5,4,0,0,0,3,0,0,6,5,0,0,1,1,0,0
1137,14,0,0,0,1,1,0,4,0,7,3,0,8,3,9,0,0,0,5,2,0,7,3,1,0,1,1,0,0
1138,16,0,1,0,0,1,1,3,0,5,3,0,12,4,8,1,0,0,5,1,0,7,8,0,0,1,2,0,2
1139,20,0,0,0,0,0,3,4,1,11,3,0,11,5,13,0,0,0,7,3,0,8,8,0,0,2,1,0,0
1140,22,0,0,0,0,1,1,4,2,9,3,0,15,6,15,1,1,0,4,4,0,14,6,0,0,2,2,0,2
1141,14,0,0,0,0,1,0,4,1,8,2,0,6,5,11,1,0,0,3,2,0,8,3,0,0,1,1,0,0
1142,19,0,0,0,1,2,1,3,1,8,3,0,13,5,11,1,1,0,5,1,1,12,6,0,0,1,1,1,0
1143,17,0,0,0,0,1,2,1,0,5,1,0,12,5,5,2,0,1,2,1,0,11,5,0,0,0,3,0,2
1144,22,0,0,0,1,1,2,2,1,7,2,0,12,11,9,1,0,0,3,0,1,16,7,0,0,1,3,0,0
1145,23,0,0,0,0,1,2,4,1,9,2,0,12,11,13,1,0,0,2,2,0,17,6,0,0,1,3,0,0
1146,25,0,0,0,1,0,3,4,1,6,4,0,20,8,13,0,0,0,5,2,0,15,11,0,0,1,3,1,4
1147,22,0,0,0,0,0,2,2,1,4,1,0,18,8,8,0,0,0,2,1,0,14,9,0,0,1,4,0,6
1148,17,0,0,0,0,1,1,4,1,13,1,0,6,5,12,1,0,0,5,1,0,5,6,0,0,1,1,0,0
1149,18,1,0,0,1,0,3,2,0,5,2,0,13,8,7,1,0,0,3,0,0,11,9,0,0,2,2,0,2
1150,17,0,0,0,1,0,6,2,0,4,2,0,15,8,10,0,0,0,2,0,1,17,6,0,0,1,3,0,0
1151,20,0,0,0,2,1,2,5,1,12,4,0,12,5,15,1,0,0,5,2,1,12,5,0,0,1,2,0,0
1152,18,0,0,1,0,2,3,1,0,10,1,0,8,8,7,2,0,0,5,1,0,7,8,0,0,1,2,0,2
1153,10,0,0,0,0,0,5,0,1,2,0,0,11,5,7,0,0,0,1,0,0,10,5,0,0,1,2,0,2
1154,12,0,1,0,0,2,2,0,0,6,0,0,6,6,4,4,0,0,4,0,0,6,6,0,0,0,2,0,0
1155,17,0,0,0,0,1,1,5,0,11,2,0,9,3,12,1,0,0,5,2,0,7,5,0,0,0,2,0,0
1156,16,0,0,0,1,1,1,2,0,8,2,0,6,6,6,1,0,0,3,0,1,9,3,0,0,0,2,0,0
1157,26,0,0,0,0,1,3,2,1,9,1,0,17,10,10,2,0,1,2,1,0,16,9,0,0,1,4,0,4
1158,15,0,0,0,0,1,0,2,2,5,1,0,10,6,9,1,0,0,1,1,0,11,4,0,0,1,2,0,2
1159,10,0,0,0,2,2,0,3,0,7,4,0,3,3,8,1,0,0,6,2,1,4,2,0,0,0,1,0,0
1160,18,0,0,0,2,1,2,4,1,12,3,0,8,7,13,2,0,0,6,1,1,7,7,0,0,2,1,0,2
1161,22,0,0,0,0,1,2,1,0,7,1,0,15,6,5,1,0,1,4,2,0,11,8,0,0,1,3,0,4
1162,15,0,0,0,1,0,3,0,1,3,0,0,10,10,5,1,0,1,0,0,0,12,6,0,0,2,2,0,4
1163,18,0,1,0,0,0,3,2,0,6,2,0,15,3,7,0,0,0,3,1,0,12,6,0,0,1,1,1,0
1164,15,0,0,0,1,0,1,3,0,9,1,0,7,4,7,1,0,0,4,1,0,5,5,0,0,0,2,0,2
1165,23,0,0,0,0,0,4,3,0,8,2,0,15,8,10,0,0,0,3,2,0,16,7,0,0,1,3,0,0
1166,13,1,0,0,1,0,2,2,0,6,2,0,9,3,6,0,0,0,4,0,1,8,4,0,0,0,2,0,0
1167,18,0,0,0,1,0,5,4,1,6,4,0,17,5,15,1,0,0,4,2,1,16,6,0,0,2,2,0,0
1168,25,0,0,0,0,0,4,1,0,4,1,0,20,9,6,0,0,0,2,0,0,18,10,0,0,0,5,0,2
1169,18,2,0,0,0,1,1,1,0,7,1,0,11,6,4,0,0,0,3,2,0,12,5,0,0,1,2,0,0
1170,18,0,0,0,1,2,3,2,0,10,1,0,9,8,9,3,0,0,3,1,0,11,6,0,0,1,2,0,0
1171,21,0,0,0,1,1,3,3,0,10,2,0,13,7,10,1,0,0,4,3,0,11,7,0,0,2,2,0,4
1172,11,0,0,0,0,0,2,2,0,3,1,0,6,6,7,0,1,0,2,1,0,9,3,0,0,0,2,0,0
1173,15,0,0,0,0,3,0,4,0,13,2,1,3,3,11,4,0,1,7,3,0,2,4,0,0,0,1,0,0
1174,17,0,0,0,1,2,0,4,0,15,3,0,3,3,10,1,0,0,6,4,0,4,2,0,0,0,1,0,0
1175,19,0,0,0,2,1,3,3,0,12,2,0,8,8,10,1,0,0,3,2,0,11,5,0,0,2,1,0,0
1176,19,0,0,0,1,0,3,2,1,11,1,0,8,8,9,0,0,0,3,2,0,11,5,0,0,2,1,0,0
1177,17,0,0,0,1,0,3,3,1,9,2,0,11,5,11,1,0,1,4,1,0,8,7,0,0,1,2,0,2
1178,19,0,0,0,1,0,6,2,0,7,0,0,13,12,10,0,0,0,1,0,0,14,9,0,0,3,2,0,4
1179,5,0,0,0,2,0,2,0,0,2,1,0,6,0,2,1,0,1,3,0,0,3,3,0,0,0,1,0,0
1180,24,0,0,0,1,0,3,4,0,11,3,0,11,10,11,0,0,0,7,2,0,10,11,0,0,3,1,0,0
1181,17,0,0,0,0,0,1,2,1,10,0,0,9,3,7,2,0,1,4,2,0,8,4,0,0,0,2,0,0
1182,13,0,1,0,0,0,1,4,0,7,2,0,6,5,10,0,1,0,6,1,0,3,7,0,0,0,2,0,2
1183,23,0,0,0,0,0,3,1,2,5,1,0,20,8,9,0,0,0,2,0,1,19,8,0,0,1,4,0,2
1184,17,0,0,0,1,1,2,6,0,12,4,0,6,6,15,2,0,0,7,3,0,6,6,0,0,0,2,0,0
1185,20,1,0,0,1,2,3,1,0,12,1,0,9,8,7,4,0,0,6,1,0,8,9,0,0,1,2,0,0
1186,16,0,0,0,1,0,5,1,0,4,1,0,13,8,7,0,0,0,1,1,0,14,6,0,0,2,2,0,2
1187,24,0,0,0,0,2,1,3,1,10,2,0,11,11,11,2,0,0,4,2,0,13,8,0,0,1,3,0,2
1188,15,0,0,0,1,1,2,2,2,8,1,0,8,8,11,1,0,0,2,1,0,11,5,0,0,2,1,0,0
1189,11,0,0,0,2,0,2,1,1,6,1,0,9,2,6,1,0,1,2,0,0,7,4,0,0,1,1,0,0
1190,18,1,0,0,1,1,0,3,0,6,3,0,11,6,7,0,0,0,4,2,0,12,4,1,0,1,2,0,0
1191,14,0,0,0,0,0,2,2,0,1,2,0,14,4,6,0,0,0,2,0,0,8,8,0,0,3,1,0,5
1192,19,0,0,0,0,0,4,1,0,4,1,0,11,11,6,1,0,0,2,0,0,13,8,0,0,1,3,0,2
1193,20,0,0,0,0,0,2,2,2,7,1,0,16,5,10,1,0,1,4,1,0,11,7,1,0,2,2,0,3
1194,17,0,0,0,2,0,2,2,0,8,1,0,10,6,6,0,0,0,4,1,0,8,7,0,0,1,2,0,2
1195,14,0,0,0,0,3,1,2,0,9,2,1,7,2,8,1,0,1,5,2,0,3,5,0,0,2,0,0,2
1196,23,0,0,0,0,2,2,3,1,9,3,0,11,11,12,2,0,0,5,2,0,12,9,0,0,1,3,0,2
1197,20,0,0,0,2,1,4,5,0,13,4,0,12,5,15,1,0,0,6,2,1,11,6,0,0,1,2,0,0
1198,15,0,0,0,0,0,2,3,0,11,0,0,5,5,8,1,0,0,2,0,0,5,4,0,0,1,1,0,2
1199,15,0,1,0,1,1,2,3,0,7,2,0,11,5,9,1,0,0,4,1,0,9,7,0,0,2,1,0,0
1200,24,0,0,0,0,2,3,5,0,12,3,0,17,5,15,6,0,2,6,3,0,13,7,1,0,1,3,0,2
1201,18,0,0,0,1,1,2,0,0,3,1,0,13,8,3,0,0,0,0,0,0,14,6,0,0,2,2,0,2
1202,24,0,0,0,1,2,1,6,0,15,5,0,10,6,15,2,0,0,9,5,1,9,6,0,0,1,2,0,2
1203,23,0,0,0,0,0,2,5,0,8,3,0,20,3,12,2,0,0,6,2,0,11,6,3,0,0,6,0,12
1204,20,1,0,0,0,0,5,1,0,6,0,0,20,5,7,2,0,1,2,0,0,15,8,1,0,3,2,0,3
1205,12,0,0,0,0,1,1,1,2,7,1,0,5,5,8,1,0,0,3,2,0,7,3,0,0,2,0,0,0
1206,16,0,0,0,0,0,1,4,0,4,3,0,13,3,9,0,0,0,4,1,0,8,7,0,0,1,2,0,2
1207,16,0,0,0,1,0,3,3,0,3,3,0,12,8,9,0,0,0,4,0,0,8,10,0,0,2,2,0,4
1208,18,0,0,0,1,1,2,3,1,6,3,0,16,3,11,2,0,1,3,1,1,15,4,0,0,0,2,1,0
1209,14,0,0,0,0,0,1,1,1,4,0,0,10,5,5,0,0,0,3,0,0,6,7,0,0,1,2,0,4
1210,14,0,0,0,0,1,0,2,1,5,2,0,8,5,7,1,0,0,3,2,0,7,5,0,0,1,1,0,2
1211,17,0,0,0,1,0,4,3,0,4,3,0,11,10,10,1,0,0,4,0,1,11,8,0,0,1,3,0,4
1212,14,0,0,0,0,1,0,2,0,6,1,0,6,5,5,1,0,0,2,1,0,7,3,0,0,0,2,0,2
1213,14,0,0,0,0,0,0,3,1,3,2,0,10,5,8,0,0,0,3,1,0,7,6,0,0,1,2,0,4
1214,21,0,1,0,0,1,3,1,1,8,1,0,14,8,8,1,0,0,4,1,0,12,9,0,0,2,1,1,2
1215,10,0,0,0,0,3,6,0,0,9,0,0,6,5,9,2,0,0,3,1,0,7,4,0,0,1,1,0,0
1216,16,0,0,0,1,0,2,1,0,5,1,0,11,5,4,2,0,1,3,1,0,9,6,0,0,1,2,0,2
1217,19,0,0,0,0,0,0,2,0,2,2,0,19,1,4,0,0,0,4,0,0,9,6,2,0,1,3,0,6
1218,15,2,1,0,1,0,0,7,0,12,3,0,6,6,15,1,1,0,8,2,1,6,6,0,0,0,2,0,0
1219,18,1,0,0,1,2,1,3,1,13,3,0,9,3,11,2,0,1,6,2,1,8,4,0,0,0,2,0,0
1220,15,0,0,0,1,0,1,1,0,1,1,0,12,6,3,1,0,0,1,0,0,12,5,0,0,0,2,1,2
1221,15,0,0,0,0,2,1,2,1,8,1,1,7,5,9,3,0,1,5,1,0,6,6,0,0,0,2,0,0
1222,26,0,1,0,0,2,3,3,0,12,3,0,15,8,11,3,0,1,4,2,0,14,8,0,0,0,4,0,2
1223,19,0,1,0,0,0,4,2,0,4,2,0,15,8,8,1,0,0,3,1,0,14,8,0,0,0,4,0,2
1224,21,0,0,0,1,1,3,3,1,8,3,0,14,8,12,1,0,0,4,1,1,14,7,0,0,1,3,0,2
1225,12,0,0,0,1,1,3,2,1,8,2,0,8,3,10,3,0,1,3,0,1,8,3,0,0,1,1,0,0
1226,13,0,0,0,0,2,3,0,1,5,0,0,8,8,7,3,0,0,1,0,0,11,5,0,0,2,1,0,0
1227,16,0,0,0,1,2,0,3,1,10,3,0,8,3,10,1,0,0,4,2,1,9,2,0,0,1,1,0,0
1228,19,1,0,0,0,0,2,1,0,5,1,0,16,4,4,1,0,1,2,1,0,12,7,0,0,2,2,0,3
1229,22,1,0,0,0,0,2,1,1,6,1,0,15,8,6,1,0,1,3,0,0,13,9,0,0,0,4,0,2
1230,18,0,0,0,0,1,1,2,0,5,2,0,11,6,6,1,0,0,3,2,0,11,5,0,0,0,3,0,2
1231,15,0,0,0,0,1,1,1,2,5,1,0,8,8,8,1,0,0,1,1,0,12,4,0,0,2,1,0,0
1232,13,1,1,0,0,1,0,1,1,7,1,0,8,3,5,1,0,0,3,1,0,7,4,0,0,1,1,0,0
1233,13,0,0,0,1,1,1,1,0,6,0,1,6,5,4,0,0,0,3,0,0,5,5,0,0,0,2,0,2
1234,11,0,0,0,0,0,0,3,1,5,1,0,5,5,9,0,1,0,3,1,0,5,4,0,0,1,1,0,2
1235,15,0,0,0,1,1,3,1,0,6,1,1,10,5,6,2,0,2,4,1,0,6,7,0,0,1,2,0,4
1236,15,0,0,0,1,0,2,2,0,3,3,0,8,8,6,0,0,0,2,0,1,11,4,0,0,1,2,0,2
1237,23,0,0,0,1,0,4,3,1,8,2,0,18,8,12,2,0,1,4,1,0,14,11,0,0,3,2,0,2
1238,19,0,0,0,0,1,1,4,0,13,2,0,6,5,10,2,0,0,6,2,0,5,6,0,0,1,1,0,0
1239,22,0,0,0,0,0,3,4,0,12,2,0,14,3,11,1,0,1,5,1,0,9,8,0,0,1,2,0,0
1240,16,0,2,0,0,0,1,3,1,12,1,0,6,5,9,0,0,0,5,1,0,5,6,0,0,1,1,0,0
